STNAME,ACTIVE,ADDRESS,ASSET,CITY,NAME,ROA,ROE,WEBADDR,ZIP,FLDOFF,REGION
Florida,0,"789 South Federal Highway, Royal Palm Financial Center Ii","76,826",Stuart,"Treasure Coast Bank, A Federal Savings Bank",,, ,34994,South Florida,Atlanta
Louisiana,0,3510 Cypresss St,"72,059",West Monroe,"Twin City Savings, A FSA",,, ,71294,Shreveport,Dallas
Alabama,0,910 13th Street,"105,049",Phenix City,"Phenix Federal Savings and Loan Association, FA",,, ,36868,Montgomery,Atlanta
Illinois,0,450 West 55th Street,"1,531,639",Countryside,"Lyons Savings, A Federal Savings and Loan Association",,, ,60525,Chicago,Chicago
Maryland,0,9735 York Road,"21,449",Cockeysville,Senator  Bank,,,http://www.senatorbank.com:80/,21030,Baltimore,New York
California,0,"625 The City Drive South, Suite 450","135,935",Orange,"First California Savings, FSA",,, ,92668,Orange,San Francisco
Kansas,0,800 Quincy Street,"71,928",Topeka,"Topeka Savings, A Federal Savings and Loan Association",,, ,66601,Kansas City,Kansas City
Virgin Islands,0,50 Kronsprindsens Gade,"56,201",Charlotte Amalie,First Virgin Islands FSB,,, ,801,San Juan,New York
Maryland,0,1401 Rockville Pike,"26,394",Rockville,Republic Federal Savings Bank,,, ,20852,Baltimore,New York
Texas,0,"14850 Montfort Drive, Suite 100","1,815,791",Dallas,Montfort Savings Association,,, ,75240,Dallas,Dallas
New Jersey,0,952 Stuyvesant Avenue,"76,123",Union,"Lehigh Savings Bank, SLA",,, ,7083,Jamesburg,New York
North Carolina,0,217 N Sterling Street,"224,820",Morganton,"Surety Federal Savings and Loan Association, FSA",,, ,28655,Charlotte,Atlanta
Wisconsin,0,500 West Brown Deer Road,"724,698",Milwaukee,TCF National Bank Wisconsin,,, ,53217,Milwaukee,Kansas City
Colorado,0,200 F Street,"39,706",Salida,"The Thatcher Bank, FSB",,, ,81202,Denver,Dallas
Illinois,0,"220 West Huron Street, Suite 1000","21,365",Chicago,American Home Bank,,, ,60610,Chicago,Chicago
Florida,0,3233 Thomasville Road,"1,591,163",Tallahassee,First South Bank,,, ,32312,Gainesville,Atlanta
South Carolina,0,27 Towne Drive,"382,803",Bluffton,Woodlands Bank,,, ,29910,Columbia Sc,Dallas
Nebraska,0,3540 S. 84th Street,"36,469",Omaha,"First American Savings Bank, F.S.B.",,, ,68124,Omaha,Kansas City
Alabama,0,3702 Pepperell Parkway,"74,460",Opelika,Eagle Bank of Alabama,,, ,36801,Montgomery,Atlanta
Texas,1,6000 Legacy Drive,"3,829,859",Plano,"Beal Bank, SSB",3.83,15.69,http://www.bealbank.com:80/,75024,Dallas,Dallas
Georgia,0,1015 Windward Ridge Parkway,"2,473,806",Alpharetta,NetBank,,, ,30005,Atlanta,Atlanta
Colorado,0,600 Yampa Avenue,"28,089",Craig,"Great West Savings Bank, F.S.B.",,, ,81625,Denver,Dallas
Georgia,0,4640 Jimmy Carter Boulevard,"46,224",Norcross,Button Gwinnett National Bank,,, ,30093,Atlanta,Atlanta
Iowa,0,4th At Mulberry,"540,440",Waterloo,"Statesman Bank for Savings, FSB",,, ,50704,Cedar Rapids,Kansas City
Maryland,0,9095 Frederick Road,"4,558",Ellicott City,"Concord Savings Bank, FSB",,, ,21043,Baltimore,New York
Florida,0,420 West First Street,"322,131",Sanford,Federal Trust Bank,,, ,32771,Tampa,Atlanta
Maryland,0,815 Scott Street,"12,263",Baltimore,"Farmers Bank, a Federal Savings Bank",,, ,21230,Baltimore,New York
Arizona,0,"17015 North Scottsdale Road, Suite 150","255,920",Scottsdale,"First Arizona Savings, A FSB",,, ,85255,Phoenix,San Francisco
Virginia,0,"10700 Parkridge Boulevard, Suite P50","203,262",Reston,Greater Atlantic Bank,,, ,20191,Richmond,Atlanta
Texas,0,"8 Greenway Plaza, Suite 1150","524,480",Houston,Coastal Banc Savings Association,,, ,77046,Houston,Dallas
Arizona,0,4141 North Scottsdale Road,"71,735",Scottsdale,"Universal Savings and Loan Association, A Federal Savings and Loan Assoc",,, ,85251,Phoenix,San Francisco
California,0,1200 San Carlos Avenue,"2,275,594",San Carlos,"EurekaBank, a Federal Savings Bank",,, ,94070,San Francisco,San Francisco
Tennessee,0,425 West Court Street,"42,061",Dyersburg,"Union Planters Bank, FSB",,, ,38024,Memphis,Dallas
Florida,0,"250 2nd Street, Nw","172,437",Winter Haven,Haven Federal Savings and Loan Association,,, ,33880,Tampa,Atlanta
Texas,0,840 13th Street,"35,355",Hempstead,First Federal Savings Bank of Hempstead,,, ,77445,Houston,Dallas
Virginia,0,Dolley Madison Boulevard,"298,486",Mclean,Mclean Federal Savings and Loan Association,,, ,22101,Richmond,Atlanta
Texas,0,500 N Mesa St,"1,157,911",El Paso,"Merabank Texas, FSB",,, ,79945,Albuquerque,Dallas
Alabama,0,1962 West Main Street,"46,060",Dothan,Dothan Federal Savings Bank,,, ,36303,Montgomery,Atlanta
Washington,0,4001 - 200 Street Sw,"63,436",Lynnwood,World Savings and Loan Association of America Federal Savings and Loan A,,, ,98036,Seattle,San Francisco
California,0,622 Contra Costa Boulevard,"169,363",Pleasant Hill,"First Security, A Federal Savings and Loan Association",,, ,94523,San Francisco,San Francisco
Oklahoma,0,619 North Main Street,"781,965",Muskogee,Cimarron Federal Savings and Loan Association,,, ,74401,Tulsa,Dallas
Texas,0,"14001 Dallas Parkway, Suite 200","1,479,141",Dallas,American Federal Bank FSB,,, ,75240,Dallas,Dallas
Texas,0,300 East Carpenter Freeway,"6,038,921",Irving,"Sunbelt Savings, FSB",,, ,75062,Dallas,Dallas
California,0,27000 Hesperian Boulevard,"285,264",Hayward,"Old Stone Bank of California, A FSB",,, ,94545,San Francisco,San Francisco
Missouri,0,135 North Meramec,"1,002,511",Clayton,"First Bank, Federal Savings Bank",,, ,63105,St. Louis,Kansas City
Oklahoma,0,5700 North Portland,"319,927",Oklahoma City,Arrowhead Federal Savings and Loan Association,,, ,73112,Oklahoma City,Dallas
Oklahoma,0,5801 East 41st Street,"671,140",Tulsa,"Local America Bank of Tulsa, A Federal Savings Bank",,, ,74135,Tulsa,Dallas
Oklahoma,0,801 South Main,"154,401",Kingfisher,Chisholm Federal Savings and Loan Association,,, ,73750,Oklahoma City,Dallas
Oklahoma,0,400 East Central Avenue,"761,007",Ponca City,Heartland Federal Savings and Loan Association,,, ,74602,Tulsa,Dallas
Oklahoma,0,One Sw 11th,"422,245",Lawton,Red River Federal Savings and Loan Association,,, ,73501,Oklahoma City,Dallas
Kansas,1,1400 Kasold Drive,"70,277",Lawrence,The University National Bank of Lawrence,-0.25,-2.47,http://www.unbank.com:80/,66049,Kansas City,Kansas City
South Carolina,0,875 Lowcountry Blvd,"80,148",Mount Pleasant,"Lowcountry Savings Bank, Inc.",,, ,29465,Columbia Sc,Atlanta
California,0,343 East Main,"30,344,821",Stockton,"American Savings, A FS& La",,, ,95202,Sacramento,San Francisco
Iowa,0,29 S Main St,"164,722",Council Bluffs,First Federal Lincoln Bank-Iowa,,, ,51501,Omaha,Kansas City
Texas,0,3401 Allen Parkway,"1,398,865",Houston,"Heights of Texas, FSB",,, ,77019,Houston,Dallas
Texas,0,"2010 North Loop West, Suite 105",517,Houston,"First Heights Bank, a  FSB",,, ,77018,Houston,Dallas
Ohio,1,139 South High Street,"1,663,404",Hillsboro,"NCB, FSB",1.47,13.82,http://www.ncb.coop:80/,45133,Columbus,Chicago
Indiana,0,204 Sigler Street,"42,838",Frankton,Union Federal Savings Bank of Frankton,,, ,46044,Indianapolis,Chicago
Indiana,0,45 North Pennsylvania Street,"2,461,979",Indianapolis,Union Federal Bank of Indianapolis,,,http://www.unionfedbank.com:80/,46204,Indianapolis,Chicago
Florida,0,930 University Blvd,"65,710",Jacksonville,Citizens Federal Savings Bank,,, ,32211,Gainesville,Atlanta
Texas,0,4500 Bissonnet Two Bissonnet Park,"133,741",Bellaire,"Continental Savings, A Federal Savings and Loan Association",,, ,77401,Houston,Dallas
California,0,200 E Sandpointe Drive,"590,988",Santa Ana,"Butterfield Savings and Loan Association, FSA",,, ,92707,Orange,San Francisco
Texas,0,1300 South Mopac Expressway,"13,464,352",Austin,Guaranty Bank,,, ,78746,Austin,Dallas
Ohio,0,121 North Market Street,"151,484",Wooster,Peoples National Bank,,, ,44691,Columbus,Chicago
Utah,0,2406 Washington Boulevard,"154,020",Odgen,"Mountainwest Savings and Loan Association, A Federal Savings and Loan As",,, ,84401,Salt Lake City,San Francisco
Texas,0,"8401 North Central Expressway Suite 500, One Lincoln Park","6,244,877",Dallas,"Citibank Texas, National Association",,,http://www.citibank.com:80/,75225,Austin,New York
Iowa,0,"1211 Edgewood Road, Southwest","48,437",Cedar Rapids,"United Security Savings Bank, F.S.B.",,, ,52404,Cedar Rapids,Kansas City
Pennsylvania,0,6425 Rising Sun Avenue,"704,153",Philadelphia,Prime Bank,,, ,19111,Philadelphia,New York
New Jersey,0,6 East Clementon Road,"332,866",Gibbsboro,Premium Bank,,, ,8026,Jamesburg,New York
Ohio,0,930 West Market Street,"99,923",Lima,"South Side Savings Bank, FSB",,, ,45805,Columbus,Chicago
Colorado,0,3900 East Mexico Avenue,"3,389,218",Denver,"Columbia, A Federal Savings and Loan Association",,, ,80210,Denver,Dallas
South Dakota,1,201 North Third Street,"447,456",Beresford,First Savings Bank,1.03,6.88,http://www.firstsavingsbanks.com:80/,57004,Sioux Falls,Kansas City
Florida,0,7239 West Atlantic Avenue,"85,105",Delray Beach,Financial Security Federal Savings and Loan Association,,, ,33444,South Florida,Atlanta
New York,0,"2 Park Avenue, 24th Floor","88,381",New York City,New York FSB,,, ,10016,New York City,New York
Texas,0,"10000 Memorial Drive, Suite 600","929,444",Houston,Commonwealth Federal Savings Association,,, ,77024,Houston,Dallas
Nevada,0,2273 North Green Valley Parkway,"307,021,614",Henderson,Washington Mutual Bank,,, ,89014,Phoenix,San Francisco
California,0,17877 Von Karman,"24,673",Irvine,New West Federal Savings and Loan Association,,, ,92714,Sacramento,San Francisco
Florida,0,1465 South Fort Harrison Avenue,"21,544",Clearwater,Colony Bank,,, ,34616,Tampa,Atlanta
Georgia,0,1234 First Avenue,"277,297",Columbus,Barnett Bank of Southwest Georgia,,, ,31901,Atlanta,Atlanta
Texas,0,Highway 29 West,"187,672",Buchanan Dam,Texas Trust Savings Bank FSB,,, ,78609,Dallas,Dallas
California,0,"1600 Rivera Avenue, Suite 400","665,457",Walnut Creek,"Columbus Savings, A Federal Savings and Loan Association",,, ,94596,San Francisco,San Francisco
Virginia,0,200 Little Falls Street,"31,479",Falls Church,Federal Savings Bank of Virginia,,, ,22046,Richmond,Atlanta
Texas,0,3200 Southwest Freeway,"18,646,936",Houston,Bank United,,, ,77027,Houston,Dallas
Texas,0,606 North Carancahua,"1,833",Corpus Christi,Pacific Southwest Bank,,, ,78476,Houston,Dallas
Virginia,0,Dolley Madison Boulevard,"488,439",Mclean,"NVR Savings Bank, FSB",,, ,22101,Richmond,Atlanta
Texas,0,"14651 Dallas Parkway, Suite 200","16,490,888",Dallas,"First Nationwide Bank, FSB",,, ,75240,Dallas,Dallas
Washington,0,1 North Wenatchee Avenue,"32,286",Wenatchee,First Western Federal Savings and Loan Association of Wenatchee,,, ,98801,Seattle,San Francisco
Virginia,0,10710 Midlothian Turnpike,"719,927",Richmond,Virginia Federal Savings Bank,,, ,23235,Richmond,Atlanta
Illinois,0,440 East Ogden Avenue,"1,765,455",Hinsdale,Superior Bank FSB,,, ,60521,Chicago,New York
Iowa,1,101 West 5th Street,"880,060",Spencer,Northwest Bank,1.24,14.63,http://www.bank-northwest.com:80/,51301,Sioux City,Kansas City
Texas,0,"Campbell Centre Ii, 8150 North Central Expressway","451,172",Dallas,Bluebonnet Savings Bank FSB,,,http://www.bluebonnetsavings.com:80/,75206,Dallas,Dallas
Alabama,1,"3301 Memorial Parkway, Sw","176,739",Huntsville,Worthington Federal Bank,-3.05,-31,http://www.worthingtonfederalbank.com:80/,35801,Shelby,Atlanta
Florida,0,2901 West Oakland Park Boulevard,"26,843",Oakland Park,New River Bank,,, ,33311,South Florida,Atlanta
Florida,0,4343 West Flagler Street,"102,227",Miami,"First Florida Savings Bank, F.S.B.",,, ,33134,South Florida,Atlanta
Virginia,0,1001 N. Nineteenth Street,"18,410",Arlington,FBR National Trust Company,,,http://www.fbr.com:80/,22209,Richmond,New York
Minnesota,0,801 Nicollet Mall,"1,755,414",Minneapolis,"Midwest Savings Association, FA",,, ,55402,Minneapolis,Kansas City
Maryland,1,14801 Southlawn Lane,"149,186",Rockville,Colombo Bank,-0.35,-5.7,http://www.colombobank.com:80/,20850,Baltimore,New York
Maryland,0,1520 Old Eastern Avenue,"3,818",Essex,"The Back and Middle River Federal Savings and Loan Association, Inc.",,, ,21221,Baltimore,New York
Texas,0,1160 Dairy Ashford,"2,513,638",Houston,University Federal Savings Association,,, ,77079,Houston,Dallas
Arizona,0,6001 North 24th Street,"3,732,184",Phoenix,"Western Savings and Loan Association, FA",,, ,85016,Phoenix,San Francisco
Texas,0,5580 Lbj Freeway Suite 255,"904,459",Dallas,Murray Federal Savings and Loan Association,,, ,75380,Dallas,Dallas
Maryland,1,1248 Hull Street,"24,902",Baltimore,Hull Federal Savings Bank,0.72,8.85, ,21230,Baltimore,New York
Georgia,0,228 West Lamar Street,"44,609",Americus,"First Savings of Americus, A Federal Savings and Loan Association",,, ,31709,Albany Ga,Atlanta
Texas,0,901 Northeast Loop 410,"274,129",San Antonio,Alamo Federal Savings Asso of Texas,,, ,78209,Austin,Dallas
Texas,0,3707 F M 1960 West #150,"81,491",Houston,Cornerstone FSA,,, ,77068,Houston,Dallas
Texas,0,530 Ne Loop 410,"177,181",San Antonio,First State FSA,,, ,78216,Austin,Dallas
Georgia,0,132 East Broughton Street,"553,798",Savannah,Great Southern Federal Savings and Loan Association,,, ,31402,Atlanta,Atlanta
Texas,0,5506 Halletsville Hwy,"338,340",Victoria,Victoria Savings Association FSA,,, ,77904,Austin,Dallas
Missouri,0,10 North Hanley Road,"458,704",Clayton,"Missouri Savings Association, FA",,, ,63105,St. Louis,Kansas City
Missouri,0,416 E Spring Street,"45,928",Boonville,"Mid Missouri Savings and Loan Association, FA",,, ,65233,Columbia Mo,Kansas City
Arizona,0,4222 East Camelback Road,"635,491",Phoenix,"Sun State Savings and Loan Association, FSA",,, ,85018,Phoenix,San Francisco
Texas,0,5444 Westheimer,"1,160,673",Houston,Benjamin Franklin FSA,,, ,77056,Houston,Dallas
Georgia,0,145 N. Main Street,"90,525",Cornelia,Habersham Federal Savings and Loan Association,,, ,30531,Atlanta,Atlanta
Texas,0,7900 Callaghan,"58,569",San Antonio,North American FSA,,, ,78229,Austin,Dallas
California,0,1015 S Figueroa,"19,489",Los Angeles,"American Interstate Savings Association, FA",,, ,90015,Los Angeles (North),San Francisco
Texas,0,601 Nw Loop 410 Mail 9900 E,"2,208,748",San Antonio,"San Antonio Savings Association, FA",,, ,78216,Austin,Dallas
Texas,0,2301 Ohio Drive Suite 105,"96,737",Plano,"Hallmark Savings and Loan Association, FA",,, ,75093,Dallas,Dallas
Michigan,0,23333 Eureka Road,"182,637",Taylor,New Guaranty Federal Savings and Loan Association,,, ,48180,Detroit,Chicago
Texas,0,1224 Austin Avenue,"324,759",Waco,"First Savings and Loan Association, FA",,, ,76703,Dallas,Dallas
Florida,0,"100 Australian Avenue, Suite 400","405,229",West Palm Beach,Royal Palm Federal Savings and Loan Association,,, ,33406,South Florida,Atlanta
Nebraska,0,11808 West Center Road,"542,409",Omaha,"Occidental Nebraska Savings Bank, FSB",,, ,68144,Omaha,Kansas City
Oklahoma,0,13801 Continental Drive,"230,037",Oklahoma City,"Continental Federal Savings and Loan Association, F.A.",,, ,73134,Oklahoma City,Dallas
Texas,0,1093 W San Antonio Street,"43,406",New Braunfels,"New Braunfels Savings and Loan Association, FA",,, ,78130,Austin,Dallas
Texas,0,919 Congress Avenue,"335,904",Austin,Capitol City FSA,,, ,78767,Austin,Dallas
Illinois,0,320 E Main Street,"23,084",Streator,"Peoples Savings and Loan Association, FA",,, ,61364,Princeton,Chicago
Maryland,0,107 Ridgely Avenue,"26,744",Annapolis,"Gibraltar Savings and Loan Association, FA",,, ,21407,Baltimore,New York
Louisiana,0,1300 Stumpf Boulevard,"23,210",Gretna,"Lafayette Savings and Loan Association, FA",,, ,70054,Baton Rouge,Dallas
Louisiana,0,1745 Sw Railroad Avenue,"40,320",Hammond,"Commercial Savings and Loan Association, FA",,, ,70404,Baton Rouge,Dallas
California,0,450 North Roxbury Drive,"30,373",Beverly Hills,"Sierra Savings and Loan, F.A.",,, ,90210,Los Angeles (West),San Francisco
Texas,0,915 Houston Street,"38,998",Kilgore,Federal Savings Association of the Southwest,,, ,75662,Dallas,Dallas
Arkansas,0,105 West Capitol,"74,718",Little Rock,Capital Federal Savings and Loan Association,,, ,72201,Little Rock,Dallas
New Mexico,0,2900 Lousiana Boulevard Ne,"180,298",Albuquerque,New Mexico FSA,,, ,87110,Albuquerque,Dallas
Louisiana,0,1509 South Range Avenue,"9,949",Denham Springs,Parish Federal Savings and Loan Association,,, ,70727,Baton Rouge,Dallas
Texas,0,2900 Lee Street,"52,471",Greenville,Centennial Federal Savings and Loan Association,,, ,75401,Dallas,Dallas
Kansas,0,1200 East 27th Street,"37,727",Hays,"First of Kansas Savings, A Federal Savings and Loan Association",,, ,67601,Hays,Kansas City
Oklahoma,0,201 Broadway Avenue,"12,822",Checotah,"Cross Roads Federal Savings and Loan Association, FA",,, ,74426,Tulsa,Dallas
Florida,0,1200 N S Road #7,"759,654",Margate,Commonwealth Federal Savings and Loan Association,,, ,33063,South Florida,Atlanta
Indiana,0,830 Lincolnway East,"72,666",Plymouth,"Pioneer Savings, FA",,, ,46563,Indianapolis,Chicago
Nebraska,0,1740 10th Street,"228,756",Gering,"Platte Valley Savings, A Federal Savings and Loan Association",,, ,69341,Grand Island,Kansas City
New York,1,2822 Steinway Street,"901,928",Astoria,Marathon National Bank of New York,0.74,5.88,http://www.mnbny.com:80/,11103,New York City,New York
Florida,0,6930 Gall Boulevard,"372,256",Zephyrhills,"CENTERSTATE BANK, NATIONAL ASSOCIATION",,, ,33541,Tampa,Atlanta
Texas,0,"8080 North Central Expressway, Suite 180","1,224,596",Dallas,Compass Bank-Dallas,,, ,75206,Dallas,Dallas
Illinois,0,"One First National Plaza, Suite 346","19,151",Chicago,First Chicago Bank of Lincoln Park,,, ,60670,Chicago,Chicago
Colorado,0,"4770 Baseline Road, Suite 100","33,399",Boulder,"FirstBank of South Boulder, National Association",,, ,80303,Denver,Dallas
North Carolina,0,2310 Charles Street,"29,006",Greenville,New East Bank of Greenville,,, ,27858,Raleigh,Atlanta
Georgia,0,300 Peachtree Parkway South,"119,644",Peachtree City,Fayette County Bank,,, ,30269,Atlanta,Atlanta
California,1,"18837 Brookhurst Street, Suite 100","676,661",Fountain Valley,Centennial Bank,1,6.92,http://www.centennialbank.com:80/,92708,Orange,San Francisco
Colorado,0,6470 East Hampden Avenue,"4,691",Denver,"FirstBank of Southmoor Park, National Association",,, ,80222,Denver,Dallas
Colorado,0,3801 East 120th Avenue,"3,747",Thornton,"FirstBank at 120th/Colorado, National Association",,, ,80229,Denver,Dallas
California,0,1025 Las Tablas Road,"27,484",Templeton,Templeton National Bank,,, ,93465,San Francisco,San Francisco
Georgia,1,9860 Highway 92,"222,727",Woodstock,First Cherokee State Bank,-3.93,-228.74,http://www.firstcherokeestate.com:80/,30188,Atlanta,Atlanta
Tennessee,0,"424 Church Street, Sui5te 700","6,861,013",Nashville,"Fifth Third Bank, National Association",,, ,37219,Nashville,Chicago
Tennessee,0,401 Church Street,"691,544",Nashville,The Bank of Nashville,,, ,37219,Nashville,Dallas
Florida,1,999 Brickell Avenue,"889,802",Miami,Helm Bank USA,0.72,8.69,http://www.helmbankusa.com:80/,33131,South Florida,Atlanta
